negro,negra,mercado,odio,puto,putos,puta,putas,moros,cago,gilipollas,manteros,chupar,cojones,invasor,terrorista,muerte,muera,sangre,panchi,asqueroso,sudaca,raza,matarlos,Franco,matar,reviento,agrede,meca,machete,chabola,negrito,hijo,ilegal,indigente,inferior,peste,zorra,perra,cabrón,immigrante,pobre,sucio,orco,sobras,mueran,negrita,hija,moro,culo,comprador
2,2,1,1,3,3,3,3,3,1,2,1,2,2,3,3,3,3,3,1,1,1,2,3,3,3,1,1,2,3,1,1,3,2,2,1,2,3,3,3,2,2,1,1,1,2,3,2,2,4,1
